cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,dois
89107701,[3-[(1S)-1-(Dimethylamino)ethyl]phenyl] N-methyl-N-(3-phenylpropyl)carbamate,SCHEMBL13522101,340.500,C21H28N2O2,32.800,393.000,NULL,25,0,3,8,KDRNKSLKHFEQIE-KRWDZBQOSA-N,[3-[(1S)-1-(dimethylamino)ethyl]phenyl] N-methyl-N-(3-phenylpropyl)carbamate,NULL,1024,1,NULL,20150213,NULL
89185415,[3-[(1S)-1-(Dimethylamino)ethyl]phenyl] N-ethyl-N-propylcarbamate,SCHEMBL13843459,278.390,C16H26N2O2,32.800,294.000,NULL,20,0,3,7,ZEDSNIWLMMZZSJ-ZDUSSCGKSA-N,[3-[(1S)-1-(dimethylamino)ethyl]phenyl] N-ethyl-N-propylcarbamate,NULL,1040,2,NULL,20150213,NULL
90003948,Carbamic acid;[3-[(1S)-1-(dimethylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate,SCHEMBL15519471,311.380,C15H25N3O4,96.100,302.000,NULL,22,2,5,5,IQMVITRDEQELQU-MERQFXBCSA-N,carbamic acid;[3-[(1S)-1-(dimethylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,1040,2,NULL,20150213,NULL
90922698,"[5-[1-(Dimethylamino)ethyl]-2,4-difluorophenyl] N-ethyl-N-methylcarbamate",NULL,286.320,C14H20F2N2O2,32.800,328.000,NULL,20,0,5,5,ZIIKKSMWLDULOD-UHFFFAOYSA-N,"[5-[1-(dimethylamino)ethyl]-2,4-difluorophenyl] N-ethyl-N-methylcarbamate",NULL,1024,1,NULL,20150317,NULL
91059416,N-[(1S)-1-(3-Methoxyphenyl)ethyl]-N-methylformamide,NULL,193.240,C11H15NO2,29.500,184.000,NULL,14,0,2,3,NNERXZHRVLCEPT-VIFPVBQESA-N,N-[(1S)-1-(3-methoxyphenyl)ethyl]-N-methylformamide,NULL,1040,2,NULL,20150317,NULL
91329293,"[3-[1-(Dimethylamino)ethyl]phenyl] N-methyl-N-[3-(2-tricyclo[9.4.0.03,8]pentadeca-1(11),3,5,7,14-pentaenylidene)propyl]carbamate",NULL,456.600,C30H36N2O2,32.800,796.000,NULL,34,0,3,7,KUEMVTWCMVDNHV-UHFFFAOYSA-N,"[3-[1-(dimethylamino)ethyl]phenyl] N-methyl-N-[3-(2-tricyclo[9.4.0.03,8]pentadeca-1(11),3,5,7,14-pentaenylidene)propyl]carbamate",NULL,1024,1,NULL,20150317,NULL
91421055,(3-Methylphenyl) N-methyl-N-(1-phenylpropan-2-yl)carbamate,NULL,283.400,C18H21NO2,29.500,325.000,4.400,21,0,2,5,BGAQSPZCWWJXLQ-UHFFFAOYSA-N,(3-methylphenyl) N-methyl-N-(1-phenylpropan-2-yl)carbamate,NULL,1024,1,NULL,20150317,NULL
91667856,3-(1-(Dimethylamino)ethyl)phenyl dimethylcarbamate hydrochloride,"3-(1-(Dimethylamino)ethyl)phenyl dimethylcarbamate hydrochloride|105601-13-6|AK164882|[3-[1-(dimethylamino)ethyl]phenyl] N,N-dimethylcarbamate;hydrochloride|KS-00000ST6|MFCD28400997|AKOS025146745|DS-8830|ST24041356|3-[(1RS)-1-(Dimethylamino)ethyl]phenyl Dimethylcarbamate Hydrochloride",272.770,C13H21ClN2O2,32.800,254.000,NULL,18,1,3,4,YWHWAUYZFYZSNE-UHFFFAOYSA-N,"[3-[1-(dimethylamino)ethyl]phenyl] N,N-dimethylcarbamate;hydrochloride",NULL,,,NULL,20150416,NULL
92044359,[3-[(1R)-1-[Bis(trideuteriomethyl)amino]ethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,256.370,C14H22N2O2,32.800,269.000,NULL,18,0,3,5,XSVMFMHYUFZWBK-GLAIDUHRSA-N,[3-[(1R)-1-[bis(trideuteriomethyl)amino]ethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,,,NULL,20151116,NULL
95711613,Propan-2-yl (2R)-2-(3-methoxyphenyl)pyrrolidine-1-carboxylate,ZINC72133948,263.330,C15H21NO3,38.800,306.000,NULL,19,0,3,4,DGZMQSHGTOZXMW-CQSZACIVSA-N,propan-2-yl (2R)-2-(3-methoxyphenyl)pyrrolidine-1-carboxylate,NULL,,,NULL,20151211,NULL
95711614,Propan-2-yl (2S)-2-(3-methoxyphenyl)pyrrolidine-1-carboxylate,ZINC72133949,263.330,C15H21NO3,38.800,306.000,NULL,19,0,3,4,DGZMQSHGTOZXMW-AWEZNQCLSA-N,propan-2-yl (2S)-2-(3-methoxyphenyl)pyrrolidine-1-carboxylate,NULL,,,NULL,20151211,NULL
97103070,"[3-[(1S)-1-(Methylamino)ethyl]phenyl] N,N-dimethylcarbamate",ZINC90411518,222.280,C12H18N2O2,41.600,231.000,1.500,16,1,3,4,UDYXXHXGNRGNDS-VIFPVBQESA-N,"[3-[(1S)-1-(methylamino)ethyl]phenyl] N,N-dimethylcarbamate",NULL,,,NULL,20151211,NULL
97103071,"[3-[(1R)-1-(Methylamino)ethyl]phenyl] N,N-dimethylcarbamate",ZINC90411521,222.280,C12H18N2O2,41.600,231.000,1.500,16,1,3,4,UDYXXHXGNRGNDS-SECBINFHSA-N,"[3-[(1R)-1-(methylamino)ethyl]phenyl] N,N-dimethylcarbamate",NULL,,,NULL,20151211,NULL
97357025,[3-[(1R)-1-(Dimethylamino)ethyl]phenyl] N-ethylcarbamate,ZINC96028236,236.310,C13H20N2O2,41.600,244.000,NULL,17,1,3,5,UBMYZKQTEJHAKE-SNVBAGLBSA-N,[3-[(1R)-1-(dimethylamino)ethyl]phenyl] N-ethylcarbamate,NULL,,,NULL,20151211,NULL
97357026,"[3-[(1R)-1-(Dimethylamino)ethyl]phenyl] N,N-diethylcarbamate",ZINC96028238,264.360,C15H24N2O2,32.800,277.000,NULL,19,0,3,6,GRLIVEWNSBETGE-GFCCVEGCSA-N,"[3-[(1R)-1-(dimethylamino)ethyl]phenyl] N,N-diethylcarbamate",NULL,,,NULL,20151211,NULL
100763006,Oxan-4-yl N-ethyl-N-[(1R)-1-(3-methoxyphenyl)ethyl]carbamate,ZINC225834168,307.400,C17H25NO4,48.000,344.000,NULL,22,0,4,6,FBRVUQZBMZFZDD-CYBMUJFWSA-N,oxan-4-yl N-ethyl-N-[(1R)-1-(3-methoxyphenyl)ethyl]carbamate,NULL,,,NULL,20151211,NULL
100763010,Oxan-4-yl N-ethyl-N-[(1S)-1-(3-methoxyphenyl)ethyl]carbamate,ZINC225834186,307.400,C17H25NO4,48.000,344.000,NULL,22,0,4,6,FBRVUQZBMZFZDD-ZDUSSCGKSA-N,oxan-4-yl N-ethyl-N-[(1S)-1-(3-methoxyphenyl)ethyl]carbamate,NULL,,,NULL,20151211,NULL
101437314,Tert-butyl (2R)-2-(3-methoxyphenyl)-4-methylidenepyrrolidine-1-carboxylate,NULL,289.400,C17H23NO3,38.800,399.000,NULL,21,0,3,4,GGQTVWWRRWFKOP-OAHLLOKOSA-N,tert-butyl (2R)-2-(3-methoxyphenyl)-4-methylidenepyrrolidine-1-carboxylate,NULL,256,1,NULL,20151218,10.1055/s-2007-991421
101486795,[1-(3-Methoxyphenyl)allyl]carbamic acid tert-butyl ester,NULL,263.330,C15H21NO3,47.600,309.000,NULL,19,1,3,6,DOTCMIXCODNNTB-UHFFFAOYSA-N,tert-butyl N-[1-(3-methoxyphenyl)prop-2-enyl]carbamate,NULL,,,NULL,20151218,NULL
101779617,Tert-butyl N-benzyl-N-[1-(3-methoxyphenyl)ethyl]carbamate,NULL,341.400,C21H27NO3,38.800,412.000,NULL,25,0,3,7,YIKBRTSPKYOUGK-UHFFFAOYSA-N,tert-butyl N-benzyl-N-[1-(3-methoxyphenyl)ethyl]carbamate,NULL,,,NULL,20151218,NULL
101957245,Tert-butyl (2R)-2-(3-methoxyphenyl)pyrrolidine-1-carboxylate,NULL,277.360,C16H23NO3,38.800,337.000,NULL,20,0,3,4,QBCHZWMMVIICFT-CQSZACIVSA-N,tert-butyl (2R)-2-(3-methoxyphenyl)pyrrolidine-1-carboxylate,NULL,256,1,NULL,20151219,10.1055/s-0030-1261131
102008667,"[3-[(2R,4As,9aR)-1-methyl-2,3,4,4a,5,6,7,8,9,9a-decahydrocyclohepta[b]pyridin-2-yl]phenyl] N,N-dimethylcarbamate",NULL,330.500,C20H30N2O2,32.800,426.000,NULL,24,0,3,3,CDYLJPYZFINQPL-KFKAGJAMSA-N,"[3-[(2R,4aS,9aR)-1-methyl-2,3,4,4a,5,6,7,8,9,9a-decahydrocyclohepta[b]pyridin-2-yl]phenyl] N,N-dimethylcarbamate",NULL,,,NULL,20151224,NULL
102288563,(3-Methoxybenzyl)(4-phenylbutyl)carbamic acid tert-butyl ester,NULL,369.500,C23H31NO3,38.800,426.000,NULL,27,0,3,10,VERWNIYOBFKHEX-UHFFFAOYSA-N,tert-butyl N-[(3-methoxyphenyl)methyl]-N-(4-phenylbutyl)carbamate,NULL,,,NULL,20151225,NULL
102313934,"Tert-butyl (2S,3R)-2-iodo-3-(3-methoxyphenyl)aziridine-1-carboxylate",NULL,375.200,C14H18INO3,38.500,342.000,NULL,19,0,3,4,TWYQDRBFXVUBCI-RJKRMVDRSA-N,"tert-butyl (2S,3R)-2-iodo-3-(3-methoxyphenyl)aziridine-1-carboxylate",NULL,,,NULL,20151225,NULL
102437812,"2-(3-Methoxyphenyl)-1,2,3,4-tetrahydropyridine-1-carboxylic acid methyl ester",NULL,247.290,C14H17NO3,38.800,316.000,NULL,18,0,3,3,PUTMJVXKFFRJMW-UHFFFAOYSA-N,"methyl 2-(3-methoxyphenyl)-3,4-dihydro-2H-pyridine-1-carboxylate",NULL,256,1,NULL,20151226,NULL
103729543,Tert-butyl N-[2-[1-(3-methoxyphenyl)ethylamino]ethyl]-N-methylcarbamate,NULL,308.400,C17H28N2O3,50.800,341.000,NULL,22,1,4,8,SEBMXFJQUSNVBK-UHFFFAOYSA-N,tert-butyl N-[2-[1-(3-methoxyphenyl)ethylamino]ethyl]-N-methylcarbamate,NULL,,,NULL,20160113,NULL
103729548,Tert-butyl N-ethyl-N-[2-[1-(3-methoxyphenyl)ethylamino]ethyl]carbamate,NULL,322.400,C18H30N2O3,50.800,355.000,NULL,23,1,4,9,NFZFIJFOMIEBMV-UHFFFAOYSA-N,tert-butyl N-ethyl-N-[2-[1-(3-methoxyphenyl)ethylamino]ethyl]carbamate,NULL,,,NULL,20160113,NULL
103729569,Tert-butyl N-[3-[1-(3-methoxyphenyl)ethylamino]propyl]-N-methylcarbamate,NULL,322.400,C18H30N2O3,50.800,355.000,NULL,23,1,4,9,OHXXMIUSUACJRQ-UHFFFAOYSA-N,tert-butyl N-[3-[1-(3-methoxyphenyl)ethylamino]propyl]-N-methylcarbamate,NULL,,,NULL,20160113,NULL
107252857,Tert-butyl N-[(E)-4-[1-(3-methoxyphenyl)ethylamino]but-2-enyl]carbamate,NULL,320.400,C18H28N2O3,59.600,377.000,NULL,23,2,4,9,YBUKHXRDNUIHFG-VOTSOKGWSA-N,tert-butyl N-[(E)-4-[1-(3-methoxyphenyl)ethylamino]but-2-enyl]carbamate,NULL,,,NULL,20160115,NULL
110293312,Methyl 3-(3-methoxyphenyl)-4-methylpiperazine-1-carboxylate,NULL,264.320,C14H20N2O3,42.000,311.000,NULL,19,0,4,3,CTCXKRZPWKAHCO-UHFFFAOYSA-N,methyl 3-(3-methoxyphenyl)-4-methylpiperazine-1-carboxylate,NULL,,,NULL,20160118,NULL
110293313,Ethyl 3-(3-methoxyphenyl)-4-methylpiperazine-1-carboxylate,NULL,278.350,C15H22N2O3,42.000,324.000,NULL,20,0,4,4,GPZYDDIVEMTOKF-UHFFFAOYSA-N,ethyl 3-(3-methoxyphenyl)-4-methylpiperazine-1-carboxylate,NULL,,,NULL,20160118,NULL
110477685,Methyl N-[(3-methoxyphenyl)methyl]-N-methylcarbamate,NULL,209.240,C11H15NO3,38.800,208.000,NULL,15,0,3,4,OKRHPUQVZXODKU-UHFFFAOYSA-N,methyl N-[(3-methoxyphenyl)methyl]-N-methylcarbamate,NULL,,,NULL,20160118,NULL
113548914,Propan-2-yl N-[(3-methoxyphenyl)methyl]-N-methylcarbamate,NULL,237.290,C13H19NO3,38.800,243.000,NULL,17,0,3,5,QTYODSRHJYAFGJ-UHFFFAOYSA-N,propan-2-yl N-[(3-methoxyphenyl)methyl]-N-methylcarbamate,NULL,,,NULL,20160128,NULL
115171054,(3-Methoxyphenyl)methyl-methylcarbamic acid,NULL,195.210,C10H13NO3,49.800,196.000,NULL,14,1,3,3,JTNYAEAVQCAGMW-UHFFFAOYSA-N,(3-methoxyphenyl)methyl-methylcarbamic acid,NULL,,,NULL,20160129,NULL
117069145,3-[1-(Dimethylamino)ethyl]phenyl ethylcarbamate hydrochloride,3-[1-(dimethylamino)ethyl]phenyl ethylcarbamate hydrochloride,272.770,C13H21ClN2O2,41.600,244.000,NULL,18,2,3,5,ZAKUKUOPYZYPHD-UHFFFAOYSA-N,[3-[1-(dimethylamino)ethyl]phenyl] N-ethylcarbamate;hydrochloride,NULL,,,NULL,20160130,NULL
117069146,3-[1-(Dimethylamino)ethyl]phenyl diethylcarbamate hydrochloride,3-[1-(dimethylamino)ethyl]phenyl diethylcarbamate hydrochloride,300.820,C15H25ClN2O2,32.800,277.000,NULL,20,1,3,6,RSSDKTPFRDCJKR-UHFFFAOYSA-N,"[3-[1-(dimethylamino)ethyl]phenyl] N,N-diethylcarbamate;hydrochloride",NULL,,,NULL,20160130,NULL
117952946,[3-[(1S)-1-(Dimethylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate;hydrobromide,SCHEMBL16568160,331.250,C14H23BrN2O2,32.800,269.000,NULL,19,1,3,5,GEHDBTTZZXXGDU-MERQFXBCSA-N,[3-[(1S)-1-(dimethylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate;hydrobromide,NULL,1040,2,NULL,20160223,NULL
118266838,[3-[(1S)-1-(Prop-2-ynylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate,SCHEMBL16948172,260.329,C15H20N2O2,41.600,334.000,NULL,19,1,3,6,WVLBIMKKOJMBBY-LBPRGKRZSA-N,[3-[(1S)-1-(prop-2-ynylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,1024,1,NULL,20160223,NULL
118266839,[3-[(1S)-1-[Methyl(prop-2-ynyl)amino]ethyl]phenyl] N-ethyl-N-methylcarbamate,SCHEMBL16948174,274.360,C16H22N2O2,32.800,361.000,NULL,20,0,3,6,ALHSEIIOFXOKLH-ZDUSSCGKSA-N,[3-[(1S)-1-[methyl(prop-2-ynyl)amino]ethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,1040,2,NULL,20160223,NULL
118266846,[3-[(1R)-1-(Prop-2-ynylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate,SCHEMBL16948182,260.329,C15H20N2O2,41.600,334.000,NULL,19,1,3,6,WVLBIMKKOJMBBY-GFCCVEGCSA-N,[3-[(1R)-1-(prop-2-ynylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,1040,2,NULL,20160223,NULL
118266847,[3-[(1R)-1-[Methyl(prop-2-ynyl)amino]ethyl]phenyl] N-ethyl-N-methylcarbamate,SCHEMBL16948183|MT-031|1802158-63-9,274.360,C16H22N2O2,32.800,361.000,NULL,20,0,3,6,ALHSEIIOFXOKLH-CYBMUJFWSA-N,[3-[(1R)-1-[methyl(prop-2-ynyl)amino]ethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,1296,3,NULL,20160223,NULL
118266860,[3-[1-[Bis(prop-2-ynyl)amino]ethyl]phenyl] N-ethyl-N-methylcarbamate,SCHEMBL16948198,298.400,C18H22N2O2,32.800,438.000,NULL,22,0,3,7,GZMZONCGNDQUPF-UHFFFAOYSA-N,[3-[1-[bis(prop-2-ynyl)amino]ethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,1040,2,NULL,20160223,NULL
118266861,[3-[1-(Prop-2-ynylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate,SCHEMBL16948199,260.329,C15H20N2O2,41.600,334.000,NULL,19,1,3,6,WVLBIMKKOJMBBY-UHFFFAOYSA-N,[3-[1-(prop-2-ynylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,1040,2,NULL,20160223,NULL
118266862,[3-[1-[Methyl(prop-2-ynyl)amino]ethyl]phenyl] N-ethyl-N-methylcarbamate,SCHEMBL16948200,274.360,C16H22N2O2,32.800,361.000,NULL,20,0,3,6,ALHSEIIOFXOKLH-UHFFFAOYSA-N,[3-[1-[methyl(prop-2-ynyl)amino]ethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,1040,2,NULL,20160223,NULL
118266871,[2-Ethenyl-5-[1-[methyl(prop-2-ynyl)amino]ethyl]phenyl] N-ethyl-N-methylcarbamate,SCHEMBL16948209,300.400,C18H24N2O2,32.800,426.000,NULL,22,0,3,7,YEBPHOXNIVCODQ-UHFFFAOYSA-N,[2-ethenyl-5-[1-[methyl(prop-2-ynyl)amino]ethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,1024,1,NULL,20160223,NULL
119038415,Oxan-4-yl N-ethyl-N-[1-(3-methoxyphenyl)ethyl]carbamate,AKOS033746072|Z2034757927|oxan-4-yl N-ethyl-N-[1-(3-methoxyphenyl)ethyl]carbamate|1808433-62-6,307.400,C17H25NO4,48.000,344.000,NULL,22,0,4,6,FBRVUQZBMZFZDD-UHFFFAOYSA-N,oxan-4-yl N-ethyl-N-[1-(3-methoxyphenyl)ethyl]carbamate,NULL,,,NULL,20160520,NULL
121005381,3-(1-(3-Ethyl-3-methylureido)ethyl)phenyl ethyl(methyl)carbamate,3-(1-(3-ethyl-3-methylureido)ethyl)phenyl ethyl(methyl)carbamate|1346242-30-5,307.390,C16H25N3O3,61.900,376.000,NULL,22,1,3,6,RXJWPLCRMALCHX-UHFFFAOYSA-N,[3-[1-[[ethyl(methyl)carbamoyl]amino]ethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,,,NULL,20160616,NULL
121566300,Cyclopentyl N-ethyl-N-[1-(3-methoxyphenyl)ethyl]carbamate,AKOS033776804|Z2158098801|cyclopentyl N-ethyl-N-[1-(3-methoxyphenyl)ethyl]carbamate,291.400,C17H25NO3,38.800,328.000,NULL,21,0,3,6,MHQMYUWQCYZNMV-UHFFFAOYSA-N,cyclopentyl N-ethyl-N-[1-(3-methoxyphenyl)ethyl]carbamate,NULL,,,NULL,20160907,NULL
122201388,[3-[(1R)-1-(Dimethylamino)ethyl]phenyl] N-methylcarbamate,UNII-91PXB98VVE|91PXB98VVE|UNII-9Z3ZT09RRU component KQOUPMYYRQWZLI-VIFPVBQESA-N|UNII-9Z3ZT09RRU component KQOUPMYYRQWZLI-SECBINFHSA-N,222.280,C12H18N2O2,41.600,231.000,1.600,16,1,3,4,KQOUPMYYRQWZLI-SECBINFHSA-N,[3-[(1R)-1-(dimethylamino)ethyl]phenyl] N-methylcarbamate,NULL,512,1,NULL,20161115,NULL
122610642,[3-[(1S)-1-(Dimethylamino)ethyl]phenyl] N-propan-2-ylcarbamate,SCHEMBL18138876,250.340,C14H22N2O2,41.600,267.000,NULL,18,1,3,5,ZMULWJOKSXXSAW-NSHDSACASA-N,[3-[(1S)-1-(dimethylamino)ethyl]phenyl] N-propan-2-ylcarbamate,NULL,1040,2,NULL,20161208,NULL
122684106,[3-[(1S)-1-(Ethynylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate,SCHEMBL18221684,246.300,C14H18N2O2,41.600,321.000,NULL,18,1,3,5,ILCPTJWXLLPFSS-NSHDSACASA-N,[3-[(1S)-1-(ethynylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,1040,2,NULL,20161208,NULL
123974141,N-[3-[1-(Dimethylamino)ethyl]phenoxy]carbonyl-N-methylethanamine oxide,NULL,266.340,C14H22N2O3,47.600,309.000,NULL,19,0,4,5,AHOVBNRSRHELNH-UHFFFAOYSA-N,N-[3-[1-(dimethylamino)ethyl]phenoxy]carbonyl-N-methylethanamine oxide,NULL,256,1,NULL,20170125,10.1016/j.jpba.2011.08.014
124202028,[3-[1-[Hydroxymethyl(methyl)amino]ethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,266.340,C14H22N2O3,53.000,286.000,NULL,19,1,4,6,LIWGAHYAHSNGDC-UHFFFAOYSA-N,[3-[1-[hydroxymethyl(methyl)amino]ethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,,,NULL,20170302,NULL
124887483,Cyclopentyl N-ethyl-N-[(1R)-1-(3-methoxyphenyl)ethyl]carbamate,ZINC253429151,291.400,C17H25NO3,38.800,328.000,NULL,21,0,3,6,MHQMYUWQCYZNMV-CYBMUJFWSA-N,cyclopentyl N-ethyl-N-[(1R)-1-(3-methoxyphenyl)ethyl]carbamate,NULL,,,NULL,20170410,NULL
124887488,Cyclopentyl N-ethyl-N-[(1S)-1-(3-methoxyphenyl)ethyl]carbamate,ZINC253429158,291.400,C17H25NO3,38.800,328.000,NULL,21,0,3,6,MHQMYUWQCYZNMV-ZDUSSCGKSA-N,cyclopentyl N-ethyl-N-[(1S)-1-(3-methoxyphenyl)ethyl]carbamate,NULL,,,NULL,20170410,NULL
129309606,[3-[(1S)-1-Aminopropyl]phenyl] N-ethyl-N-methylcarbamate,SCHEMBL19058699,236.310,C13H20N2O2,55.600,246.000,NULL,17,1,3,5,WTEAJUBADOQVFK-LBPRGKRZSA-N,[3-[(1S)-1-aminopropyl]phenyl] N-ethyl-N-methylcarbamate,NULL,,,NULL,20170804,NULL
129309692,"[3-[1-[[(1S)-1-Cyclohexa-1,3-dien-1-ylethyl]-methylamino]ethyl]phenyl] N-ethyl-N-methylcarbamate",SCHEMBL19058797,342.500,C21H30N2O2,32.800,500.000,NULL,25,0,3,7,QOSGKSXKZJPJBL-BHWOMJMDSA-N,"[3-[1-[[(1S)-1-cyclohexa-1,3-dien-1-ylethyl]-methylamino]ethyl]phenyl] N-ethyl-N-methylcarbamate",NULL,,,NULL,20170804,NULL
129675373,[3-(Dimethylcarbamoyloxy)phenyl]methyl-trimethylazanium;bromide,m-(dimethylcarbamoyloxy)benzyltrimethylammonium bromide,317.220,C13H21BrN2O2,29.500,259.000,NULL,18,0,3,4,MJMGSNJWSIAWSG-UHFFFAOYSA-M,[3-(dimethylcarbamoyloxy)phenyl]methyl-trimethylazanium;bromide,NULL,256,1,NULL,20170913,10.1007/978-1-4684-5006-4_8
129675374,[3-(Dimethylcarbamoyloxy)phenyl]methyl-trimethylazanium,NULL,237.320,C13H21N2O2+,29.500,259.000,1.500,17,0,2,4,VZBUPBHUSYKTAO-UHFFFAOYSA-N,[3-(dimethylcarbamoyloxy)phenyl]methyl-trimethylazanium,NULL,,,NULL,20170913,NULL
132520303,2-Methylpropyl (2R)-2-(3-methoxyphenyl)-2H-pyridine-1-carboxylate,NULL,287.350,C17H21NO3,38.800,403.000,NULL,21,0,3,5,OXOQKXVRYBHAHM-MRXNPFEDSA-N,2-methylpropyl (2R)-2-(3-methoxyphenyl)-2H-pyridine-1-carboxylate,NULL,,,NULL,20180408,NULL
134823960,[3-[(1R)-1-(Dimethylamino)ethyl]-4-hydroxyphenyl] N-ethyl-N-methylcarbamate,[3-[(1~{R})-1-(dimethylamino)ethyl]-4-oxidanyl-phenyl] ~{N}-ethyl-~{N}-methyl-carbamate|BY2,266.340,C14H22N2O3,53.000,296.000,NULL,19,1,4,5,QLWZODGBJZFYGE-SNVBAGLBSA-N,[3-[(1R)-1-(dimethylamino)ethyl]-4-hydroxyphenyl] N-ethyl-N-methylcarbamate,NULL,4,1,NULL,20181115,NULL
134960463,[3-[(1R)-1-Aminoethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,222.280,C12H18N2O2,55.600,233.000,1.300,16,1,3,4,WMKJSNGCDBLFMA-SECBINFHSA-N,[3-[(1R)-1-aminoethyl]phenyl] N-ethyl-N-methylcarbamate,NULL,256,1,NULL,20181130,10.1055/s-0037-1609460
135001294,Tert-butyl N-methanethioyl-N-[1-(3-methoxyphenyl)ethyl]carbamate,NULL,295.400,C15H21NO3S,70.900,341.000,NULL,20,0,4,5,ORWFZVOSANLTAU-UHFFFAOYSA-N,tert-butyl N-methanethioyl-N-[1-(3-methoxyphenyl)ethyl]carbamate,NULL,256,1,NULL,20181130,NULL
135395388,Salicyltrimethylammonium iodide dimethylcarbamate,"NIOSH/BS4204000|BS42040000|Salicyltrimethylammonium iodide dimethylcarbamate|Ammonium, salicyltrimethyl-, iodide, dimethylcarbamate|(o-Hydroxybenzyl)trimethylammonium iodide dimethylcarbamate",364.220,C13H21IN2O2,29.500,259.000,NULL,18,0,3,4,FTUSUAKYNMYBBR-UHFFFAOYSA-M,[2-(dimethylcarbamoyloxy)phenyl]methyl-trimethylazanium;iodide,NULL,16,1,NULL,20181223,NULL
136578006,1-Ethyl-1-[1-(3-methoxyphenyl)ethyl]urea,AKOS034551235,222.280,C12H18N2O2,55.600,233.000,NULL,16,1,2,4,YDJSVUNWHICADT-UHFFFAOYSA-N,1-ethyl-1-[1-(3-methoxyphenyl)ethyl]urea,NULL,,,NULL,20190124,NULL
137320135,Benzyl 2-(3-methoxyphenyl)pyrrolidine-1-carboxylate,benzyl 2-(3-methoxyphenyl)pyrrolidine-1-carboxylate,311.400,C19H21NO3,38.800,381.000,NULL,23,0,3,5,DTGJEMVSJGYKSU-UHFFFAOYSA-N,benzyl 2-(3-methoxyphenyl)pyrrolidine-1-carboxylate,NULL,,,NULL,20190130,NULL
138400700,CID 138400700,NULL,378.250,C14H23IN2O2,44.600,284.000,NULL,19,1,3,5,VDLAMFAKUHJWPO-UHFFFAOYSA-N,N-methyl-1-[3-[1-(trimethylazaniumyl)propyl]phenoxy]methanimidate;hydroiodide,NULL,,,NULL,20190620,NULL
138400725,CID 138400725,NULL,272.770,C13H21ClN2O2,41.600,244.000,NULL,18,2,3,5,SWQYCIRIDSXJCZ-UHFFFAOYSA-N,[3-[1-(dimethylamino)propyl]phenyl] N-methylcarbamate;hydrochloride,NULL,,,NULL,20190620,NULL
138400727,CID 138400727,NULL,244.720,C11H17ClN2O2,41.600,207.000,NULL,16,2,3,4,IFXPDZHFZMVVKL-UHFFFAOYSA-N,[3-[(dimethylamino)methyl]phenyl] N-methylcarbamate;hydrochloride,NULL,,,NULL,20190620,NULL
138714728,CID 138714728,NULL,297.360,C16H24FNO3,38.800,343.000,NULL,21,0,4,6,GDRGINHSNFYFLL-UHFFFAOYSA-N,tert-butyl N-ethyl-N-[1-(4-fluoro-3-methoxyphenyl)ethyl]carbamate,NULL,,,NULL,20190720,NULL
